Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Era,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct,Success_Category,Multi_Region_Success
15784,Gears of War,PC,2007,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15786,Namco Museum 50th Anniversary (JP sales),PS,2005,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15787,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0.0,0.0,0.0,0.02,2010,2010s+,1.0,0.0,0.0,0.0,Niche (<1M),False
15788,Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PS,2009,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15790,LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15791,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PS,2016,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15792,Dark Void,PC,2010,Action,Capcom,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15793,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15794,Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0.0,0.0,0.02,1990,1990s,0.5,0.5,0.0,0.0,Niche (<1M),False
15795,WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15796,Kaleidoeve,PS,2015,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15797,Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15798,Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15799,NHL 16,X360,2015,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,2010,2010s+,0.0,1.0,0.0,0.0,Niche (<1M),False
15800,Wall-E,PC,2008,Platform,THQ,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15801,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS,2006,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15802,Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15803,Pro Rally,GC,2002,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15804,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0.0,0.0,0.02,2010,2010s+,0.5,0.5,0.0,0.0,Niche (<1M),False
15805,Football Academy,DS,2009,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15806,Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,2010,2010s+,0.5,0.5,0.0,0.0,Niche (<1M),False
15808,Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,2000,2000s,1.0,0.0,0.0,0.0,Niche (<1M),False
15809,Memories Off #5: Encore,PS,2007,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15810,Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15811,Zombie Hunters 2,PS,2006,Action,Essential Games,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15812,WRC 5: FIA World Rally Championship,X360,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.02,2010,2010s+,0.0,1.0,0.0,0.0,Niche (<1M),False
15813,Custom Drive,PS,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15815,Tsuyo Kiss 2 Gakki: Swift Love,PS,2009,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15816,Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15817,Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0.0,0.0,0.0,0.02,2000,2000s,1.0,0.0,0.0,0.0,Niche (<1M),False
15818,Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15819,Winning Post 7 2013,PS,2013,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15820,Platypus,PS,2006,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02,2000,2000s,1.0,0.0,0.0,0.0,Niche (<1M),False
15821,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15822,The Incredibles: Rise of the Underminer,PC,2005,Action,THQ,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15823,Winter Sports 3: The Great Tournament,X360,2010,Sports,Tradewest,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15824,Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15825,Ore wa Shoujo Mangaka,PS,2012,Action,Giza10,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15826,Busou Renkin: Youkoso Papillon Park e,PS,2007,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15827,A Vampyre Story,PC,2008,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15828,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15829,Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15830,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15831,The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,2010,2010s+,1.0,0.0,0.0,0.0,Niche (<1M),False
15832,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15833,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15834,LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.02,2000,2000s,0.5,0.5,0.0,0.0,Niche (<1M),False
15835,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02,2010,2010s+,1.0,0.0,0.0,0.0,Niche (<1M),False
15836,Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15837,Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15838,Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15839,The Dark Hills of Cherai,PC,2009,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15840,FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15841,Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,0.02,0.0,0.0,0.0,0.02,2000,2000s,1.0,0.0,0.0,0.0,Niche (<1M),False
15842,Dream C Club: GoGo,PS,2014,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15843,Battle Spirits: Hero's Soul,PS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15844,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15845,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS,2010,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15846,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15847,White Album 2: Shiawase no Mukougawa,PS,2013,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15848,W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15849,Psychedelica of the Black Butterfly,PS,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15850,Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15851,Joint Operations: Combined Arms,PC,2009,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15852,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15853,Winning Post 7: Maximum 2007,PS,2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15854,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15855,Assault Suit Leynos,PS,2016,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02,2010,2010s+,0.5,0.0,0.0,0.0,Niche (<1M),False
15856,Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,2000,2000s,1.0,0.0,0.0,0.0,Niche (<1M),False
15857,Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15858,Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15859,Storm Lover 2nd,PS,2013,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15860,Kadenz fermata//Akkord:fortissimo,PS,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15861,DuckTales: Remastered,PC,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15862,Transformers: Prime,Wii,2012,Action,Activision,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15863,Contrast,PC,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15864,Arcana Famiglia 2,PS,2013,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15865,Taishou Moebius Line Vitable,PS,2016,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15866,Gaist Crusher God,3DS,2014,Action,Capcom,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15867,Shinkyoku Soukai Polyphonica,PS,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15869,San Goku Shi DS 2,DS,2007,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15870,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0.0,0.0,0.02,0.0,0.02,1980,Pre-1990,0.0,0.0,1.0,0.0,Niche (<1M),False
15871,Shin Sangoku Musou Online: Souten Ranbu,PS,2010,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15872,Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15873,V-Rally 3,XB,2003,Racing,Atari,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15874,Full House Kiss 2,PS,2006,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15875,Dead to Rights,GBA,2004,Shooter,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15876,Thunder Force VI,PS,2008,Shooter,Sega,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15877,Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15878,Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15880,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PS,2010,Misc,Paon,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15882,PachiPara 3D,3DS,2011,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15883,Command & Conquer Collection,PC,2003,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15884,Kiss Bell,PS,2014,Adventure,Giga,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15885,Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15886,Sengoku Hime: Senran ni Mau Otometachi,PS,2009,Adventure,Yeti,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15887,GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,2010,2010s+,0.5,0.0,0.0,0.0,Niche (<1M),False
15888,MuvLuv Double Pack,PS,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15889,Koihime Enbu,PS,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15890,Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15891,Worldwide Soccer Manager 2006,PC,2004,Sports,Sega,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15892,Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15893,Mission: Impossible - Operation Surma,GC,2004,Platform,Atari,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15894,Trigger Man,GC,2004,Shooter,Crave Entertainment,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15896,Hiiro no Kakera Portable,PS,2008,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15897,Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15898,Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15899,Truck Racer,Wii,2009,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15900,The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15901,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS,2008,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15902,Triggerheart Exelica,DC,2007,Shooter,Warashi,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15904,Games Explosion!,GBA,2006,Action,THQ,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15905,Tennis no Oji-Sama: Card Hunter,PS,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15906,Portable Island: Tenohira Resort,PS,2006,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15907,Night Wizard the Video Game: Denial of the World,PS,2008,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15908,Sengoku Efuda Yuugi: Hototogisu Ran,PS,2008,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15909,Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15910,Saenai Kanojo no Sodatekata: Blessing Flowers,PS,2015,Action,5pb,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15911,Adventure Time: The Secret of the Nameless,3DS,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.02,2010,2010s+,0.5,0.0,0.0,0.0,Niche (<1M),False
15912,Kao the Kangaroo Round 2,PS,2005,Platform,JoWood Productions,0.01,0.01,0.0,0.0,0.02,2000,2000s,0.5,0.5,0.0,0.0,Niche (<1M),False
15913,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PS,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15914,Robopon 2: Ring Version,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15915,Evil Genius,PC,2004,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15916,Dragon Tales: Dragon Adventures,GBA,2003,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15917,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PS,2008,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15919,Powerbike,DS,2009,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15920,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PS,2011,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15921,Magic Encyclopedia: Moonlight,DS,2010,Misc,Foreign Media Games,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15922,Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15923,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15924,Online Chess Kingdoms,PS,2006,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15925,Gaku ? Ou: The Royal Seven Stars,PS,2012,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15926,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15927,RollerCoaster Tycoon: Gold Edition,PC,2002,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15928,Professional Farmer 2016,PS,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
15929,Storm Lover Kai!!,PS,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15930,Race Driver: Create & Race,DS,2007,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15932,Minna to Issho,PS,2011,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15933,Harukanaru Toki no Naka de 6,PS,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15934,Hummer Badlands,XB,2006,Racing,Global Star,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15935,I Doll U,PS,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
15936,Enkaku Sousa: Sana e no 23 Hiai,PS,2009,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15937,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15938,Pippa Funnell 2: Farm Adventures,DS,2007,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,2000,2000s,0.0,0.5,0.0,0.0,Niche (<1M),False
15939,Iron Soldier 3,PS,1999,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02,1990,1990s,0.5,0.5,0.0,0.0,Niche (<1M),False
15940,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
15941,Space Invaders Revolution,DS,2005,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02,2000,2000s,0.5,0.0,0.0,0.0,Niche (<1M),False
15942,Barbie and Her Sisters Puppy Rescue,PS,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,2010,2010s+,0.0,0.5,0.0,0.0,Niche (<1M),False
